Gun,Skin,Image,Price Link,Min_Price,Max_Price
Butterfly Knife,Black Laminate,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9idXR0ZXJmbHlfZ3NfYnV0dGVyZmx5X2JsYWNrX2xhbWluYXRlX2xpZ2h0LjI3NmJkZjJiYzBkZDMyYjE5ODI5ZDBlNGFmOTYxMGQ2MzBiNTA1MmQucG5n/auto/auto/85/notrim/f6c8eab9983c85eaa86f85dcdaf4d6e5.webp,https://csgoskins.gg/items/butterfly-knife-black-laminate,$656.51,$960.00
Falchion Knife,Black Laminate,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9mYWxjaGlvbl9nc19mYWxjaGlvbl9ibGFja19sYW1pbmF0ZV9saWdodC5kNmY5ZWFmOGRhNzU5NzhjMmZiZjU1MGViYTg4NzcxMDgzZWI3MTM1LnBuZw--/auto/auto/85/notrim/a2be61094dc82e56c46d257b7e78f8b9.webp,https://csgoskins.gg/items/falchion-knife-black-laminate,$66.12,$107.58
Bowie Knife,Black Laminate,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9zdXJ2aXZhbF9ib3dpZV9nc19ib3dpZV9ibGFja19sYW1pbmF0ZV9saWdodC42MjBhZDJlMTg2MDAwMzhjNTg3ZGEzYmNkNTFmMzI4MjczNDdjZWU2LnBuZw--/auto/auto/85/notrim/6e774d5a4ebadc22290cee0299978ae2.webp,https://csgoskins.gg/items/bowie-knife-black-laminate,$57.92,$109.28
Shadow Daggers,Black Laminate,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9wdXNoX2dzX3B1c2hfYmxhY2tfbGFtaW5hdGVfbGlnaHQuOGUzOTkyZThmZDBiZjU2ZWQ1NmNiMGQ1NjYxZmMzOTZjNzk0NDIyOC5wbmc-/auto/auto/85/notrim/1dbd14014d40513063df31323be054f1.webp,https://csgoskins.gg/items/shadow-daggers-black-laminate,$45.13,$71.00
Huntsman Knife,Black Laminate,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV90YWN0aWNhbF9nc19odW50c21hbl9ibGFja19sYW1pbmF0ZV9saWdodC45MGVjMDA2MDFmYTFmMzIwMDQzY2Y2YWVkMjU0N2IzODA1OWIxYmY1LnBuZw--/auto/auto/85/notrim/6cec23c9b9330d775797223fad19c1de.webp,https://csgoskins.gg/items/huntsman-knife-black-laminate,$68.67,$129.06
Bayonet,Black Laminate,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9iYXlvbmV0X2N1X2JheW9uZXRfc3RvbmV3YXNoX2xpZ2h0LmNkYzgzYmIxMjE3MDVlMDMxN2M2YWEzNjZiZmRjZjc1ZjMzODM0ZTkucG5n/auto/auto/85/notrim/63b41fb92d41aeac418059650683d879.webp,https://csgoskins.gg/items/bayonet-black-laminate,$153.50,$312.66
M9 Bayonet,Black Laminate,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9tOV9iYXlvbmV0X2N1X205X2JheV9zdG9uZXdhc2hfbGlnaHQuNGQ0OTMzYjBmNzcwODQ4MjMxZDI4ODA4MzE1ZTM1NTQ3ZjgyMzZiNi5wbmc-/auto/auto/85/notrim/adfe35feab17b8698224656f601d45ff.webp,https://csgoskins.gg/items/m9-bayonet-black-laminate,$483.15,$718.45
Gut Knife,Black Laminate,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9ndXRfY3VfZ3V0X3N0b25ld2FzaF9saWdodC40MTIyMjlhNWM3MTc2NGZiNDAwNzNiOTU3NGJkYTFlOGUzNTEyZDgwLnBuZw--/auto/auto/85/notrim/dc82d75d54772c7776d9260f84b13948.webp,https://csgoskins.gg/items/gut-knife-black-laminate,$57.49,$107.79
Flip Knife,Black Laminate,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9mbGlwX2N1X2ZsaXBfc3RvbmV3YXNoX2xpZ2h0LjRiMTBhYjI5ZGQ5OWNkNmExY2RkODBjNDJhM2YxOGJmY2MyZGRmNWIucG5n/auto/auto/85/notrim/d4968ba3eb4e29d4c1a778a3d0ee6416.webp,https://csgoskins.gg/items/flip-knife-black-laminate,$114.12,$203.15
Karambit,Black Laminate,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9rYXJhbWJpdF9jdV9rYXJhbV9zdG9uZXdhc2hfbGlnaHQuOTBmMDhjYzQ2MjU5MGYzMmM4ODFjNDI4YTFjZmJjNzYzMTBlY2Q2NC5wbmc-/auto/auto/85/notrim/7e8921a2657b06c166f0fb9ae6eba5b9.webp,https://csgoskins.gg/items/karambit-black-laminate,$661.03,"$1,005.16"
Kukri Knife,Blue Steel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9rdWtyaV9hcV9ibHVlZF9saWdodC40NjJkNWFhZjYzZDAwY2Y0MTEzZGMzMDFkNmU4NDkyMjFjZTY2OTc1LnBuZw--/auto/auto/85/notrim/9ae6240799f5c02e7280222aa0f976d7.webp,https://csgoskins.gg/items/kukri-knife-blue-steel,$89.29,$145.29
Skeleton Knife,Blue Steel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9za2VsZXRvbl9hcV9ibHVlZF9saWdodC45OGVjZWE1ZTg3NGE0ODcxODU3ZDExMTM0NDliNmFlNzg1OWRiMjRlLnBuZw--/auto/auto/85/notrim/12035c8ebaa4fbc8f4efa30d6a2005eb.webp,https://csgoskins.gg/items/skeleton-knife-blue-steel,$228.11,$395.00
Survival Knife,Blue Steel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9jYW5pc19hcV9ibHVlZF9saWdodC4wYmJkZDYwNGViNWIxNjM3OGJlZjJjMjJkYWZiN2MyMDlhN2I1ODUyLnBuZw--/auto/auto/85/notrim/96a562275768ea35f3c06f592c7484f9.webp,https://csgoskins.gg/items/survival-knife-blue-steel,$66.69,$115.03
Stiletto Knife,Blue Steel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9zdGlsZXR0b19hcV9ibHVlZF9saWdodC5jZWRjOTRiOWQ0ZWEwODQwZmFlMTM2OTQ4YTY4MmQ0MmNlY2ZlYzNhLnBuZw--/auto/auto/85/notrim/dff9bc7f484ef317be41414601a65159.webp,https://csgoskins.gg/items/stiletto-knife-blue-steel,$194.02,$310.33
Paracord Knife,Blue Steel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9jb3JkX2FxX2JsdWVkX2xpZ2h0LmRlNTYyNWJmYzI4MzQ5MjE2MTA3MDg4YmMxYjQxMGE2ZmQyMzdiYjkucG5n/auto/auto/85/notrim/cf4c0ea9698d15f0d4e5296b4d1cfa6c.webp,https://csgoskins.gg/items/paracord-knife-blue-steel,$76.18,$144.00
Navaja Knife,Blue Steel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9neXBzeV9qYWNra25pZmVfYXFfYmx1ZWRfbGlnaHQuZGZiYWNhNTZiMTQ2ODAwYTY5NmMzYjgwMDJlOGZhNzVmZDViNjRiMS5wbmc-/auto/auto/85/notrim/d350498a9bcb9267613b16be983a0b14.webp,https://csgoskins.gg/items/navaja-knife-blue-steel,$52.89,$102.14
Gut Knife,Blue Steel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9ndXRfYXFfYmx1ZWRfbGlnaHQuMjAzNmRjMjZkNDM5N2E1MWE2NDQ5ZWJkMzVkMzU2ZThkZDFhNWVjNS5wbmc-/auto/auto/85/notrim/18e1a159bcc0da368a41b7b922ad1cbd.webp,https://csgoskins.gg/items/gut-knife-blue-steel,$68.13,$143.44
Classic Knife,Blue Steel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9jc3NfYXFfYmx1ZWRfbGlnaHQuMjQ2ODVjMDA5NTY1NDdhZDU2ZTJhMWYxNTUxNjI0OGQ3MjMxNDA5MS5wbmc-/auto/auto/85/notrim/65097e402d3e43e9ec0f5be4521b2dc7.webp,https://csgoskins.gg/items/classic-knife-blue-steel,$113.00,$195.53
Nomad Knife,Blue Steel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9vdXRkb29yX2FxX2JsdWVkX2xpZ2h0LjcyMTA3ZjUwNjc4Mjc3ZTFmZjMwOGY5OTRiZDc0YzY1MDM4NzJkMmUucG5n/auto/auto/85/notrim/8bb5316cce36f5f05d44a543ab4851eb.webp,https://csgoskins.gg/items/nomad-knife-blue-steel,$132.58,$236.96
Bayonet,Blue Steel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9iYXlvbmV0X2FxX2JsdWVkX2xpZ2h0LjY5MWRjZWY1ZTcxZmExMTczZGEyODliZGFhNzBlZTZjODY3MTY5NmYucG5n/auto/auto/85/notrim/c6378ac5baeec35bd6d65d98aacfa953.webp,https://csgoskins.gg/items/bayonet-blue-steel,$183.17,$392.61
Falchion Knife,Blue Steel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9mYWxjaGlvbl9hcV9ibHVlZF9saWdodC41OGQ1OWNjMjc1YjQwNTgzZTQ0OTk3MGVjMjYyOTdmMTFmMjI5MTc4LnBuZw--/auto/auto/85/notrim/0e948870a70c3f25647128f0a5343ddb.webp,https://csgoskins.gg/items/falchion-knife-blue-steel,$119.73,$247.00
Bowie Knife,Blue Steel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9zdXJ2aXZhbF9ib3dpZV9hcV9ibHVlZF9saWdodC4zODQxN2M2ZmQxM2I4Mzc5MTgzZWIwNDkzYTgxZTYyNzQ5NzMwZjEzLnBuZw--/auto/auto/85/notrim/7262688edd1a627f2d506c8f8b49a565.webp,https://csgoskins.gg/items/bowie-knife-blue-steel,$102.82,$222.33
Flip Knife,Blue Steel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9mbGlwX2FxX2JsdWVkX2xpZ2h0LjQ3ZWM3OWUyYjk0YjExYmYzYzdlMmY5NWMzYWNiZTI2NWMzNWE2MTkucG5n/auto/auto/85/notrim/ce499d6fe5afd75f6a9f9cba7318ab1b.webp,https://csgoskins.gg/items/flip-knife-blue-steel,$137.82,$255.10
Shadow Daggers,Blue Steel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9wdXNoX2FxX2JsdWVkX2xpZ2h0LjU0MTk4MDU5ZDYzZjI4Y2JiYzgwMzRmMGZiMmZlMDNkZWMxYmIxMmIucG5n/auto/auto/85/notrim/ba52b59a7ef46f6c8ea22776eaa626f7.webp,https://csgoskins.gg/items/shadow-daggers-blue-steel,$63.79,$110.31
Huntsman Knife,Blue Steel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV90YWN0aWNhbF9hcV9ibHVlZF9saWdodC45MjI1Nzk4OTgxMWVlNDRhMmE4NDFlZDg1YzU1MWNmNmMzNjZjNGQ1LnBuZw--/auto/auto/85/notrim/bec9e10b63b96169ac9186bd61cbfb31.webp,https://csgoskins.gg/items/huntsman-knife-blue-steel,$117.57,$259.78
Ursus Knife,Blue Steel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV91cnN1c19hcV9ibHVlZF9saWdodC42N2Q2OTJlMjMyZjBjNmYyODE3MDEzNzcxZGFiNWUxMGI0MjBhMTgzLnBuZw--/auto/auto/85/notrim/3ad0a26cc652fe38536667b4bcf5468a.webp,https://csgoskins.gg/items/ursus-knife-blue-steel,$95.01,$170.81
Talon Knife,Blue Steel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV93aWRvd21ha2VyX2FxX2JsdWVkX2xpZ2h0LmIwMTQzMGM3YzdhMWVkZmYzMDZhM2FmZWVmMDA2YTM2ZTI1YjBmMDMucG5n/auto/auto/85/notrim/4f9812ecd8c3054aab69b24a333179ee.webp,https://csgoskins.gg/items/talon-knife-blue-steel,$364.99,$569.99
M9 Bayonet,Blue Steel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9tOV9iYXlvbmV0X2FxX2JsdWVkX2xpZ2h0LjJmOWYyZjkwNTNjZTJiY2E0MzU4MzNkNDQ4ODY2NmU5NzUzMmQ2NmYucG5n/auto/auto/85/notrim/aa13bf967550af73c66deb0d78b8875e.webp,https://csgoskins.gg/items/m9-bayonet-blue-steel,$503.00,$819.58
Karambit,Blue Steel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9rYXJhbWJpdF9hcV9ibHVlZF9saWdodC45Njk3NTNmZjYzNTk4OGFiMGJlZTg1NGU0NWQwMmRhZDVmMmFkZTg4LnBuZw--/auto/auto/85/notrim/99181cf19c90da61dc5e095e5fc04dce.webp,https://csgoskins.gg/items/karambit-blue-steel,$706.30,"$1,084.22"
Butterfly Knife,Blue Steel,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9idXR0ZXJmbHlfYXFfYmx1ZWRfbGlnaHQuMmM4MTcxNDcwNmM4MGQ5NWY2NmJmZDAwOTY2NDYxMTk3NTE2YjE0Yi5wbmc-/auto/auto/85/notrim/b23c6a9c0aa24d9ff7dcdb297863ca76.webp,https://csgoskins.gg/items/butterfly-knife-blue-steel,$810.00,"$1,293.25"
Kukri Knife,Boreal Forest,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9rdWtyaV9oeV9mb3Jlc3RfYm9yZWFsX2xpZ2h0LjhiZjY4OWIzMzRlMGVjYTMxN2M0OGRhMjAxNDBlYTM0MWIxZmEyODQucG5n/auto/auto/85/notrim/7fbb4bd2c99fe3227a8a1b62d0abcfcf.webp,https://csgoskins.gg/items/kukri-knife-boreal-forest,$48.58,$112.26
Butterfly Knife,Boreal Forest,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9idXR0ZXJmbHlfaHlfZm9yZXN0X2JvcmVhbF9saWdodC4zODk2OGQ3Y2ZmZWVkM2MyOWJlNjhmMWUzODA4ODc3NmE5ZDUwYTYzLnBuZw--/auto/auto/85/notrim/eda011fa2356486cb4862bbe7707feec.webp,https://csgoskins.gg/items/butterfly-knife-boreal-forest,$445.39,$958.48
Nomad Knife,Boreal Forest,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9vdXRkb29yX2h5X2ZvcmVzdF9ib3JlYWxfbGlnaHQuMDUyMDc0MDUxNjBlMTU1NzBkNzlhNjBkYjBlNWQxN2RjMThjZDk1Zi5wbmc-/auto/auto/85/notrim/693020321379ba08564ccad2d52ac2b9.webp,https://csgoskins.gg/items/nomad-knife-boreal-forest,$85.95,$165.00
