Gun,Skin,Image,Price Link,Min_Price,Max_Price
SSG 08,Azure Glyph,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zc2cwOF9nc19zc2cwOF9hbnViaXNfbGlnaHQuNmNiMDQ0MzNlNDVkNzI3Njk2NTRmZmFhZjM3OWU4MmJlOTA0MjEyYS5wbmc-/auto/auto/85/notrim/d67840e9093a966d0ba8e7c3271e657f.webp,https://csgoskins.gg/items/ssg-08-azure-glyph,$1.56,$2.16
G3SG1,Azure Zebra,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nM3NnMV9zcF96ZWJyYWNhbV9ibHVlX2xpZ2h0LjQ3OTczNDcxNTI4YzJkOWNlYmMwZDkwZTczNDJkNTFlNGRiMzM0ZjkucG5n/auto/auto/85/notrim/a29e43ffc9651e23b82417d68a789614.webp,https://csgoskins.gg/items/g3sg1-azure-zebra,$11.10,$47.79
SSG 08,Big Iron,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zc2cwOF9jdV9zc2cwOF90ZWNobmljYWxpdHlfbGlnaHQuNmM3MjcwYzZlNGNhYTI0MmE5MTMyMmExMjU5MDY0MjQyODYyYzc3Yy5wbmc-/auto/auto/85/notrim/5d64e0607a511f6bc045488044063fdb.webp,https://csgoskins.gg/items/ssg-08-big-iron,$2.68,$16.47
AWP,Black Nile,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hd3BfZ3NfYXdwX3N0cm9uZV9saWdodC5jMzEyNDllNTc5OWEyZGQyYjljNjEzNGI5OTUxZGI5ZDQxNzU0MmJiLnBuZw--/auto/auto/85/notrim/8d08066c0ab8b84f7dc43cd235c2cbf1.webp,https://csgoskins.gg/items/awp-black-nile,$0.60,$3.64
G3SG1,Black Sand,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nM3NnMV9jdV9nM3NnMV9ibGFja3NhbmRfbGlnaHQuYWRmMTE0MzNkMzc1YmQ5NjU1OTNlZDcyNmFlNTYxZDE4YzdmZTE2Mi5wbmc-/auto/auto/85/notrim/1485b41e1b056b4bb92b6d2e09872f08.webp,https://csgoskins.gg/items/g3sg1-black-sand,$93.73,$244.58
SSG 08,Blood in the Water,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zc2cwOF9jdV9zaGFya19saWdodC45YjhmMzY5Mjg5M2I4YWUwNmEyOWI0MTFiYjZhYTI3NTE3NGRiNzVmLnBuZw--/auto/auto/85/notrim/8d1bb993060dd873cdf9f29ca09500b6.webp,https://csgoskins.gg/items/ssg-08-blood-in-the-water,$20.13,$132.22
SSG 08,Bloodshot,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zc2cwOF9jdV9zc2cwOF90aWNrbGVyX2xpZ2h0LjE3Mjc1ZjMyOGYzNTQ5ZDcxNTBiZjY0ZDkzMzY1ZGQ1MWEyN2RkYmIucG5n/auto/auto/85/notrim/4725f2f9d60ec06e0895f05e8e2efec2.webp,https://csgoskins.gg/items/ssg-08-bloodshot,$10.45,$24.39
SCAR-20,Bloodsport,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zY2FyMjBfZ3Nfc2NhcjIwX2Jsb29kc3BvcnRfbGlnaHQuYTZhZTMxYWE2ZjYxMGFlZmU4MmVmNDE3ZDAzMzc1NzUyYmJkODk4MS5wbmc-/auto/auto/85/notrim/bd21d30c7e4fb159a4b02426f5af5071.webp,https://csgoskins.gg/items/scar-20-bloodsport,$0.23,$0.66
SCAR-20,Blueprint,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zY2FyMjBfY3VfYmx1ZXByaW50X3NjYXJfbGlnaHQuZGI5MzhjNWEzMmQxOTY0MGQ3NTBhZmY0NmI5NjViYTAwNTViMTk5NS5wbmc-/auto/auto/85/notrim/f55c037acddbd83128304b0681e6d2b3.webp,https://csgoskins.gg/items/scar-20-blueprint,$0.01,$0.22
SSG 08,Blue Spruce,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zc2cwOF9zb19tb3NzX2xpZ2h0LjM1NTA2MzRkYTNjNGU0NjFlZTI3OTllNmI3NDM5MmM3MTM2MTBkZDEucG5n/auto/auto/85/notrim/0638a9f12808d7b5d337c2626fa2806e.webp,https://csgoskins.gg/items/ssg-08-blue-spruce,$0.34,$2.32
SSG 08,Blush Pour,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zc2cwOF9zb29fYWNyeWxpY19mbG93X3BpbmtfbGlnaHQuMjg3MDVjYjhmMmUxNmFiYmVkZjg0MDFjNjM1ZGRmOWFjOGE2NDYwYy5wbmc-/auto/auto/85/notrim/1b2d00eccd2c66bed7af4b126b71c1d7.webp,https://csgoskins.gg/items/ssg-08-blush-pour,$114.74,$634.08
AWP,BOOM,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hd3BfaHlfYmxhbV9zaW1wbGVfbGlnaHQuNTdiMjE5ZGMwNTMzM2U0N2ZiYjZlYjQxYWI1NTg1YjA4YTkzNjI0Yi5wbmc-/auto/auto/85/notrim/709877f72a5a961dc5142d11bfb0d7c1.webp,https://csgoskins.gg/items/awp-boom,$109.09,$184.50
SCAR-20,Brass,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zY2FyMjBfYXFfYnJhc3NfbGlnaHQuNmIzMzBjMWE5ZjA0Mzg5NDY0OTVhMmEzY2QxMGI0MjY1NjQ0ZmQxMS5wbmc-/auto/auto/85/notrim/318ae84e46cf00f36be9415654bbbd3e.webp,https://csgoskins.gg/items/scar-20-brass,$0.07,$1.09
SCAR-20,Caged,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zY2FyMjBfc2Nhcl9yZWZyYWN0aW9uX3Y0X2xpZ2h0LmE2MmIyZWMwZWFlN2RkOGU3OTgxYWU3MzkyOWMyYmVlNGMxMGNiNjUucG5n/auto/auto/85/notrim/0570636a836cc1b818a920d8b636da11.webp,https://csgoskins.gg/items/scar-20-caged,$0.09,$6.73
SSG 08,Calligrafaux,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zc2cwOF9odF9yZWRfZWRnZXNfZmluZWxpbmVfbGlnaHQuMGJiOTYyMWMxODAyNTAxMjViMGYyNGZmMmNiMzM4YzMwMDhlOTQwZC5wbmc-/auto/auto/85/notrim/debd73ce7dad1e01f184d33747dbb12d.webp,https://csgoskins.gg/items/ssg-08-calligrafaux,$0.20,$4.79
AWP,Capillary,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hd3BfY3VfYXdwX3ZlaW5fbGlnaHQuNmNiNDkyMmYxYTUzMTQ4NmViOTgyYmZiZTg2NGY5ZjA1NjZmNGU1MC5wbmc-/auto/auto/85/notrim/2c5447eb2984a5fedc7bd5af4a7decc7.webp,https://csgoskins.gg/items/awp-capillary,$4.65,$4.93
SSG 08,Carbon Fiber,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zc2cwOF9hbV9jYXJib25fZmliZXJfbGlnaHQuZWVmZTE5YmQ2NTE3OTRkNDMxNWY2MzgxYmFkYmRkMzlmZWRjZWM3MS5wbmc-/auto/auto/85/notrim/db943775227800992318bd6b65133924.webp,https://csgoskins.gg/items/ssg-08-carbon-fiber,$0.08,$0.09
SCAR-20,Carbon Fiber,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zY2FyMjBfYW1fY2FyYm9uX2ZpYmVyX2xpZ2h0LjFmMjQyZWM0Y2FkMjFlNDQ1NTU0ZGZmMjQ3MGVkNjM4YmExYWMyNjUucG5n/auto/auto/85/notrim/4b86ac641a13d4d2e89005ef52cb65ce.webp,https://csgoskins.gg/items/scar-20-carbon-fiber,$7.72,$33.64
SCAR-20,Cardiac,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zY2FyMjBfY3Vfc2NhcjIwX2ludGVydmVudGlvbl9saWdodC5iYzRmMWNhZWQ2YWFlODFiMDIxNjgyYTBhMWI1Zjk5NDc4NDc2ODYxLnBuZw--/auto/auto/85/notrim/f2006de5da92004f1db7105fae81102e.webp,https://csgoskins.gg/items/scar-20-cardiac,$28.61,$103.36
AWP,Chromatic Aberration,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hd3BfY3VfYXdwX2Nocm9tYV9waW5rX2xpZ2h0LjcwYWMzYTk1MDk3OGRiNWJlNzIwMDVjMWRiOGI3MTRmZjY2OTNhNDkucG5n/auto/auto/85/notrim/d7650a6bc5632b73dc72988ebad383fb.webp,https://csgoskins.gg/items/awp-chromatic-aberration,$12.80,$113.49
AWP,Chrome Cannon,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hd3BfYXdwX3RlbXBlcmVkX2xpZ2h0LmU2NTk5ODNmMDIxMTk1MDMzYzcxMmU2OWIxMjYzYzE3OTU2NDAwM2UucG5n/auto/auto/85/notrim/1e377e8a462d76f924e4b0bc94f59763.webp,https://csgoskins.gg/items/awp-chrome-cannon,$316.33,$415.25
G3SG1,Chronos,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nM3NnMV9jdV9jaHJvbm9zX2czc2cxX2xpZ2h0LmFmMWU3YjRkNDM5NzE1MjVhOWFjN2ZmYzRmNmIyYjRlNjM3ZWU1MjAucG5n/auto/auto/85/notrim/c52715ef0678dbf6636bb6ba97eda452.webp,https://csgoskins.gg/items/g3sg1-chronos,$171.05,"$1,640.28"
AWP,CMYK,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hd3BfZ3NfaW5kZXBlbmRlX2F3cF9saWdodC44ODQwYWI5NDkwNWJiZGIxZWE0NTQzN2E4ZDExNDc4M2I1MjMzM2EwLnBuZw--/auto/auto/85/notrim/2e5fc69f3ecd6d1c8d125f47abe16767.webp,https://csgoskins.gg/items/awp-cmyk,$56.58,$769.76
AWP,Containment Breach,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hd3BfY3VfYXdwX3ZpcnVzX2xpZ2h0LmE4NjQyM2UwYTVjMjUxMWM1MjIxNGNhOTQyYWU0ZGI4ODMyZDdmNGIucG5n/auto/auto/85/notrim/f27cd2339d20dfeeda9d07ccf7f9f4b9.webp,https://csgoskins.gg/items/awp-containment-breach,$0.01,$0.19
SCAR-20,Contractor,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zY2FyMjBfc29fcG1jX2xpZ2h0LjNlNmY0NDdiODFmM2YyNzM1NmMzNWE5MzQwYzQxMWEwMjU5YmY3OGUucG5n/auto/auto/85/notrim/498348ca40a500cd97a1bc8910818113.webp,https://csgoskins.gg/items/scar-20-contractor,$2.16,$28.75
G3SG1,Contractor,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nM3NnMV9zb19wbWNfbGlnaHQuMTQ4MDQwOTEzMjExZDFmYTU4YjQwMjg1NDZiMWVmZWE5YmRhOTFkNC5wbmc-/auto/auto/85/notrim/9ac0d144a926977bbbdb9f30e1ee5ff6.webp,https://csgoskins.gg/items/g3sg1-contractor,$27.00,$265.00
AWP,Corticera,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hd3BfY3VfZmF2ZWxhX2F3cF9saWdodC41NTM1M2MwYjNmZDY0NDFiNGNiMTVhYzg1ZWM5NGNiNmZmN2UzZDFiLnBuZw--/auto/auto/85/notrim/30c842b56eb07e23a9bf6207c801b2f2.webp,https://csgoskins.gg/items/awp-corticera,$29.13,$252.91
AWP,Crakow!,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hd3BfY3Vfb3ZlcnBhc3NfY3Jha293X2F3cF9saWdodC5mOWVlYWMyOTg5MThlMWEzZmQ0YzI1ZjdjM2Y3ZGU0NzZkODhjMjRiLnBuZw--/auto/auto/85/notrim/8962389dd81583b0132b752abaadcece.webp,https://csgoskins.gg/items/awp-crakow,$1.80,$25.00
SCAR-20,Crimson Web,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zY2FyMjBfaHlfd2Vic19kYXJrZXJfbGlnaHQuNjhhOGRjNmI1MzM5Njg0ZGU0ZTkxNDcwNDRiYzY5ZTk0YzQ2NTQ5MS5wbmc-/auto/auto/85/notrim/9c1710f7a68425dc20168335ee1d814f.webp,https://csgoskins.gg/items/scar-20-crimson-web,$21.56,$47.99
SCAR-20,Cyrex,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zY2FyMjBfY3Vfc2Nhcl9jeXJleF9saWdodC40Y2Y4YzMyZDI0ZjJiYzFjZTJjNGYzY2UxOTI4NTIzMzBiMTdkOGRjLnBuZw--/auto/auto/85/notrim/4962d685fc5aa7c5516ddf925455a878.webp,https://csgoskins.gg/items/scar-20-cyrex,$1.84,$3.52
SSG 08,Dark Water,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zc2cwOF9hbV96ZWJyYV9kYXJrX2xpZ2h0LjllN2FmZWMwZmMyMWNmNWM1OGRmNDJkNWU1MjEzZGI0ODA3N2M3OTEucG5n/auto/auto/85/notrim/8c9f7489e7c52b55bca7f37e5be10c80.webp,https://csgoskins.gg/items/ssg-08-dark-water,$29.74,$39.25
SSG 08,Death's Head,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zc2cwOF9jdV9zc2cwOF9kZWF0aHNoZWFkX2xpZ2h0LmUxMmMwNjZmNWZhZDQzMjU1ZGEyYjk0N2RhM2UzOGMxY2FhMzE3YmUucG5n/auto/auto/85/notrim/799ae9ece5d5f69016b35dcbd0c145c4.webp,https://csgoskins.gg/items/ssg-08-deaths-head,$381.03,$658.86
SSG 08,Death Strike,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zc2cwOF9jdV9zc2cwOF9zY29ycGlvbl9saWdodC5mNDk1NWY0MTBlOWEzYmU2YWE1YjVkYTA3YzNjNzdmYTRhNjk2NWM4LnBuZw--/auto/auto/85/notrim/4311ed7360428366ed18f5d4537f4a6b.webp,https://csgoskins.gg/items/ssg-08-death-strike,$3.68,$16.59
G3SG1,Demeter,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9nM3NnMV9oeV9ibHVlcG9seWdvbl9icmF2b19saWdodC44NDQ5YmE5YWZjYjk3ZTYwY2U3ODZlMGI3MjlhZTJkZTdjZDQ3MTU5LnBuZw--/auto/auto/85/notrim/4e24d9a2ecf1ea271fd6fdfb34e69db8.webp,https://csgoskins.gg/items/g3sg1-demeter,"$1,459.90","$2,977.67"
AWP,Desert Hydra,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hd3BfZ3NfYXdwX2h5ZHJhX2xpZ2h0LjhmZDRkYjU0YWQ5MjU5MTA5NzM5MjFlYjAzZDQwYjVjZWMxOTZiODAucG5n/auto/auto/85/notrim/997c00782a5d9296caa587b0264a4255.webp,https://csgoskins.gg/items/awp-desert-hydra,$0.01,$0.23
